Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeWin,home_avg_for,home_avg_against,home_winrate,away_avg_for,away_avg_against,away_winrate
2023-04-29,Brentford,Nott'm Forest,2,1,H,1,1.380281690140845,1.3943661971830985,0.3380281690140845,0.8787878787878788,1.8181818181818181,0.21212121212121213
2023-04-29,Brighton,Wolves,6,0,H,1,1.4264705882352942,1.2352941176470589,0.38235294117647056,0.9436619718309859,1.2253521126760563,0.352112676056338
2023-04-30,Bournemouth,Leeds,4,1,H,1,0.9696969696969697,1.9090909090909092,0.30303030303030304,1.1830985915492958,2.0,0.22535211267605634
2023-04-30,Fulham,Man City,1,2,A,0,1.375,1.34375,0.40625,2.6231884057971016,0.7971014492753623,0.7536231884057971
2023-04-30,Man United,Aston Villa,1,0,H,1,1.5217391304347827,1.391304347826087,0.4927536231884058,1.380281690140845,1.3380281690140845,0.4084507042253521
2023-04-30,Newcastle,Southampton,3,1,H,1,1.457142857142857,1.2571428571428571,0.42857142857142855,0.9859154929577465,1.7464788732394365,0.2112676056338028
2023-04-30,Liverpool,Tottenham,4,3,H,1,2.2142857142857144,0.9285714285714286,0.6142857142857143,1.8169014084507042,1.3098591549295775,0.5352112676056338
2023-05-01,Leicester,Everton,2,2,D,0,1.4929577464788732,1.6338028169014085,0.30985915492957744,0.9577464788732394,1.6338028169014085,0.23943661971830985
2023-05-02,Arsenal,Chelsea,3,1,H,1,1.9577464788732395,1.2112676056338028,0.6338028169014085,1.5142857142857142,0.9714285714285714,0.44285714285714284
2023-05-03,Liverpool,Fulham,1,0,H,1,2.23943661971831,0.9577464788732394,0.6197183098591549,1.3636363636363635,1.3636363636363635,0.3939393939393939
2023-05-03,Man City,West Ham,3,0,H,1,2.6142857142857143,0.8,0.7571428571428571,1.3661971830985915,1.380281690140845,0.352112676056338
2023-05-04,Brighton,Man United,1,0,H,1,1.4927536231884058,1.2173913043478262,0.391304347826087,1.5142857142857142,1.3714285714285714,0.5
2023-05-06,Bournemouth,Chelsea,1,3,A,0,1.0588235294117647,1.8823529411764706,0.3235294117647059,1.5070422535211268,1.0,0.43661971830985913
2023-05-06,Man City,Leeds,2,1,H,1,2.619718309859155,0.7887323943661971,0.7605633802816901,1.1805555555555556,2.0277777777777777,0.2222222222222222
2023-05-06,Tottenham,Crystal Palace,1,0,H,1,1.8333333333333333,1.3472222222222223,0.5277777777777778,1.1805555555555556,1.2638888888888888,0.2916666666666667
2023-05-06,Wolves,Aston Villa,1,0,H,1,0.9305555555555556,1.2916666666666667,0.3472222222222222,1.3611111111111112,1.3333333333333333,0.4027777777777778
2023-05-06,Liverpool,Brentford,1,0,H,1,2.2222222222222223,0.9444444444444444,0.625,1.3888888888888888,1.3888888888888888,0.3472222222222222
2023-05-07,Newcastle,Arsenal,0,2,A,0,1.4788732394366197,1.2535211267605635,0.43661971830985913,1.9722222222222223,1.2083333333333333,0.6388888888888888
2023-05-07,West Ham,Man United,1,0,H,1,1.3472222222222223,1.4027777777777777,0.3472222222222222,1.4929577464788732,1.3661971830985915,0.49295774647887325
2023-05-08,Fulham,Leicester,5,3,H,1,1.3235294117647058,1.3529411764705883,0.38235294117647056,1.5,1.6388888888888888,0.3055555555555556
2023-05-08,Brighton,Everton,1,5,A,0,1.4857142857142858,1.2,0.4,0.9722222222222222,1.6388888888888888,0.2361111111111111
2023-05-08,Nott'm Forest,Southampton,4,3,H,1,0.8823529411764706,1.8235294117647058,0.20588235294117646,0.9861111111111112,1.7638888888888888,0.20833333333333334
2023-05-13,Leeds,Newcastle,2,2,D,0,1.178082191780822,2.0273972602739727,0.2191780821917808,1.4583333333333333,1.2638888888888888,0.4305555555555556
2023-05-13,Aston Villa,Tottenham,2,1,H,1,1.3424657534246576,1.3287671232876712,0.3972602739726027,1.821917808219178,1.3287671232876712,0.5342465753424658
2023-05-13,Chelsea,Nott'm Forest,2,2,D,0,1.5277777777777777,1.0,0.4444444444444444,0.9714285714285714,1.8571428571428572,0.22857142857142856
2023-05-13,Crystal Palace,Bournemouth,2,0,H,1,1.1643835616438356,1.2602739726027397,0.2876712328767123,1.0571428571428572,1.9142857142857144,0.3142857142857143
2023-05-13,Man United,Wolves,2,0,H,1,1.4722222222222223,1.3611111111111112,0.4861111111111111,0.9315068493150684,1.273972602739726,0.3561643835616438
2023-05-13,Southampton,Fulham,0,2,A,0,1.0136986301369864,1.7945205479452055,0.2054794520547945,1.4285714285714286,1.4,0.4
2023-05-14,Brentford,West Ham,2,0,H,1,1.36986301369863,1.3835616438356164,0.3424657534246575,1.3424657534246576,1.3835616438356164,0.3561643835616438
2023-05-14,Everton,Man City,0,3,A,0,1.0273972602739727,1.63013698630137,0.2465753424657534,2.611111111111111,0.7916666666666666,0.7638888888888888
2023-05-14,Arsenal,Brighton,0,3,A,0,1.9726027397260273,1.1917808219178083,0.6438356164383562,1.4788732394366197,1.2535211267605635,0.39436619718309857
2023-05-15,Leicester,Liverpool,0,3,A,0,1.5205479452054795,1.6849315068493151,0.3013698630136986,2.2054794520547945,0.9315068493150684,0.6301369863013698
2023-05-18,Newcastle,Brighton,4,1,H,1,1.4657534246575343,1.273972602739726,0.4246575342465753,1.5,1.2361111111111112,0.4027777777777778
2023-05-20,Tottenham,Brentford,1,3,A,0,1.8108108108108107,1.337837837837838,0.527027027027027,1.3783783783783783,1.364864864864865,0.35135135135135137
2023-05-20,Bournemouth,Man United,0,1,A,0,1.0277777777777777,1.9166666666666667,0.3055555555555556,1.4794520547945205,1.3424657534246576,0.4931506849315068
2023-05-20,Fulham,Crystal Palace,2,2,D,0,1.4444444444444444,1.3611111111111112,0.4166666666666667,1.1756756756756757,1.2432432432432432,0.2972972972972973
2023-05-20,Liverpool,Aston Villa,1,1,D,0,2.2162162162162162,0.918918918918919,0.6351351351351351,1.3513513513513513,1.3243243243243243,0.40540540540540543
2023-05-20,Wolves,Everton,1,1,D,0,0.918918918918919,1.2837837837837838,0.35135135135135137,1.0135135135135136,1.6486486486486487,0.24324324324324326
2023-05-20,Nott'm Forest,Arsenal,1,0,H,1,1.0,1.8611111111111112,0.2222222222222222,1.945945945945946,1.2162162162162162,0.6351351351351351
2023-05-21,West Ham,Leeds,3,1,H,1,1.3243243243243243,1.3918918918918919,0.35135135135135137,1.1891891891891893,2.027027027027027,0.21621621621621623
2023-05-21,Brighton,Southampton,3,1,H,1,1.4931506849315068,1.273972602739726,0.3972602739726027,1.0,1.7972972972972974,0.20270270270270271
2023-05-21,Man City,Chelsea,1,0,H,1,2.6164383561643834,0.7808219178082192,0.7671232876712328,1.5342465753424657,1.0136986301369864,0.4383561643835616
2023-05-22,Newcastle,Leicester,0,0,D,0,1.5,1.2702702702702702,0.43243243243243246,1.5,1.7027027027027026,0.2972972972972973
2023-05-24,Brighton,Man City,1,1,D,0,1.5135135135135136,1.2702702702702702,0.40540540540540543,2.5945945945945947,0.7702702702702703,0.7702702702702703
2023-05-25,Man United,Chelsea,4,1,H,1,1.472972972972973,1.3243243243243243,0.5,1.5135135135135136,1.0135135135135136,0.43243243243243246
2023-05-28,Arsenal,Wolves,5,0,H,1,1.92,1.2133333333333334,0.6266666666666667,0.92,1.28,0.3466666666666667
2023-05-28,Aston Villa,Brighton,2,1,H,1,1.3466666666666667,1.32,0.4,1.5066666666666666,1.2666666666666666,0.4
2023-05-28,Brentford,Man City,1,0,H,1,1.4,1.36,0.36,2.5733333333333333,0.7733333333333333,0.76
2023-05-28,Chelsea,Newcastle,1,1,D,0,1.5066666666666666,1.0533333333333332,0.4266666666666667,1.48,1.2533333333333334,0.4266666666666667
2023-05-28,Crystal Palace,Nott'm Forest,1,1,D,0,1.1866666666666668,1.2533333333333334,0.29333333333333333,1.0,1.8108108108108107,0.24324324324324326
2023-05-28,Everton,Bournemouth,1,0,H,1,1.0133333333333334,1.64,0.24,1.0,1.8918918918918919,0.2972972972972973
2023-05-28,Leeds,Tottenham,1,4,A,0,1.1866666666666668,2.04,0.21333333333333335,1.8,1.36,0.52
2023-05-28,Leicester,West Ham,2,1,H,1,1.48,1.68,0.29333333333333333,1.3466666666666667,1.3866666666666667,0.36
2023-05-28,Man United,Fulham,2,1,H,1,1.5066666666666666,1.32,0.5066666666666667,1.4594594594594594,1.3783783783783783,0.40540540540540543
2023-05-28,Southampton,Liverpool,4,4,D,0,1.0,1.8133333333333332,0.2,2.2,0.92,0.6266666666666667
2024-08-16,Man United,Fulham,1,0,H,1,1.5087719298245614,1.3859649122807018,0.5,1.4473684210526316,1.5,0.3684210526315789
2024-08-17,Ipswich,Liverpool,0,2,A,0,,,,2.236842105263158,1.0,0.6228070175438597
2024-08-17,Arsenal,Wolves,2,0,H,1,2.1052631578947367,1.0526315789473684,0.6666666666666666,1.043859649122807,1.456140350877193,0.34210526315789475
2024-08-17,Everton,Brighton,0,3,A,0,1.0263157894736843,1.5263157894736843,0.2807017543859649,1.4824561403508771,1.394736842105263,0.3684210526315789
2024-08-17,Newcastle,Southampton,1,0,H,1,1.7280701754385965,1.3771929824561404,0.43859649122807015,1.0394736842105263,1.8421052631578947,0.19736842105263158
2024-08-17,Nott'm Forest,Bournemouth,1,1,D,0,1.144736842105263,1.7763157894736843,0.23684210526315788,1.1973684210526316,1.8157894736842106,0.3157894736842105
2024-08-17,West Ham,Aston Villa,1,2,A,0,1.4210526315789473,1.5789473684210527,0.35964912280701755,1.5701754385964912,1.412280701754386,0.4473684210526316
2024-08-18,Brentford,Crystal Palace,2,1,H,1,1.4210526315789473,1.4649122807017543,0.3333333333333333,1.2894736842105263,1.3421052631578947,0.30701754385964913
2024-08-18,Chelsea,Man City,0,2,A,0,1.6754385964912282,1.2543859649122806,0.43859649122807015,2.5350877192982457,0.8157894736842105,0.7456140350877193
2024-08-19,Leicester,Tottenham,1,1,D,0,1.486842105263158,1.6710526315789473,0.3026315789473684,1.868421052631579,1.4385964912280702,0.5263157894736842
2024-08-24,Brighton,Man United,2,1,H,1,1.4956521739130435,1.382608695652174,0.3739130434782609,1.5043478260869565,1.373913043478261,0.5043478260869565
2024-08-24,Crystal Palace,West Ham,0,2,A,0,1.2869565217391303,1.3478260869565217,0.30434782608695654,1.4173913043478261,1.5826086956521739,0.3565217391304348
2024-08-24,Fulham,Leicester,2,1,H,1,1.4285714285714286,1.4935064935064934,0.36363636363636365,1.4805194805194806,1.6623376623376624,0.2987012987012987
2024-08-24,Man City,Ipswich,4,1,H,1,2.5304347826086957,0.808695652173913,0.7478260869565218,0.0,2.0,0.0
2024-08-24,Southampton,Nott'm Forest,0,1,A,0,1.025974025974026,1.8311688311688312,0.19480519480519481,1.1428571428571428,1.7662337662337662,0.23376623376623376
2024-08-24,Tottenham,Everton,4,0,H,1,1.8608695652173912,1.434782608695652,0.5217391304347826,1.017391304347826,1.5391304347826087,0.2782608695652174
2024-08-24,Aston Villa,Arsenal,0,2,A,0,1.5739130434782609,1.4086956521739131,0.45217391304347826,2.1043478260869564,1.0434782608695652,0.6695652173913044
2024-08-25,Bournemouth,Newcastle,1,1,D,0,1.1948051948051948,1.8051948051948052,0.3116883116883117,1.7217391304347827,1.3652173913043477,0.4434782608695652
2024-08-25,Wolves,Chelsea,2,6,A,0,1.0347826086956522,1.4608695652173913,0.3391304347826087,1.6608695652173913,1.2608695652173914,0.43478260869565216
2024-08-25,Liverpool,Brentford,2,0,H,1,2.234782608695652,0.991304347826087,0.6260869565217392,1.4260869565217391,1.4608695652173913,0.3391304347826087
2024-08-31,Arsenal,Brighton,1,1,D,0,2.103448275862069,1.0344827586206897,0.6724137931034483,1.5,1.3793103448275863,0.3793103448275862
2024-08-31,Brentford,Southampton,3,1,H,1,1.4137931034482758,1.4655172413793103,0.33620689655172414,1.0128205128205128,1.8205128205128205,0.19230769230769232
2024-08-31,Everton,Bournemouth,2,3,A,0,1.0086206896551724,1.5603448275862069,0.27586206896551724,1.1923076923076923,1.794871794871795,0.3076923076923077
2024-08-31,Ipswich,Fulham,1,1,D,0,0.5,3.0,0.0,1.435897435897436,1.4871794871794872,0.3717948717948718
2024-08-31,Leicester,Aston Villa,1,2,A,0,1.4743589743589745,1.6666666666666667,0.2948717948717949,1.5603448275862069,1.4137931034482758,0.4482758620689655
2024-08-31,Nott'm Forest,Wolves,1,1,D,0,1.141025641025641,1.7435897435897436,0.24358974358974358,1.043103448275862,1.5,0.33620689655172414
2024-08-31,West Ham,Man City,1,3,A,0,1.4224137931034482,1.5689655172413792,0.3620689655172414,2.543103448275862,0.8103448275862069,0.75
2024-09-01,Chelsea,Crystal Palace,1,1,D,0,1.6982758620689655,1.2672413793103448,0.4396551724137931,1.2758620689655173,1.353448275862069,0.3017241379310345
2024-09-01,Newcastle,Tottenham,2,1,H,1,1.7155172413793103,1.3620689655172413,0.4396551724137931,1.8793103448275863,1.4224137931034482,0.5258620689655172
2024-09-01,Man United,Liverpool,0,3,A,0,1.5,1.3793103448275863,0.5,2.2327586206896552,0.9827586206896551,0.6293103448275862
2024-09-14,Southampton,Man United,0,3,A,0,1.0126582278481013,1.8354430379746836,0.189873417721519,1.4871794871794872,1.393162393162393,0.49572649572649574
2024-09-14,Brighton,Ipswich,0,0,D,0,1.4957264957264957,1.376068376068376,0.37606837606837606,0.6666666666666666,2.3333333333333335,0.0
2024-09-14,Crystal Palace,Leicester,2,2,D,0,1.2735042735042734,1.3504273504273505,0.29914529914529914,1.4683544303797469,1.6708860759493671,0.2911392405063291
2024-09-14,Fulham,West Ham,1,1,D,0,1.4303797468354431,1.481012658227848,0.3670886075949367,1.4188034188034189,1.5811965811965811,0.358974358974359
2024-09-14,Liverpool,Nott'm Forest,0,1,A,0,2.2393162393162394,0.9743589743589743,0.6324786324786325,1.139240506329114,1.7341772151898733,0.24050632911392406
2024-09-14,Man City,Brentford,2,1,H,1,2.547008547008547,0.811965811965812,0.7521367521367521,1.4273504273504274,1.4615384615384615,0.3418803418803419
2024-09-14,Aston Villa,Everton,3,2,H,1,1.564102564102564,1.4102564102564104,0.452991452991453,1.017094017094017,1.5726495726495726,0.27350427350427353
2024-09-14,Bournemouth,Chelsea,0,1,A,0,1.2151898734177216,1.7974683544303798,0.31645569620253167,1.6923076923076923,1.264957264957265,0.4358974358974359
2024-09-15,Tottenham,Arsenal,0,1,A,0,1.8717948717948718,1.4273504273504274,0.5213675213675214,2.094017094017094,1.0341880341880343,0.6666666666666666
2024-09-15,Wolves,Newcastle,1,2,A,0,1.0427350427350428,1.4957264957264957,0.3333333333333333,1.7179487179487178,1.358974358974359,0.4444444444444444
2024-09-21,West Ham,Chelsea,0,3,A,0,1.4152542372881356,1.576271186440678,0.3559322033898305,1.6864406779661016,1.2542372881355932,0.4406779661016949
2024-09-21,Aston Villa,Wolves,3,1,H,1,1.576271186440678,1.4152542372881356,0.4576271186440678,1.0423728813559323,1.5,0.3305084745762712
2024-09-21,Fulham,Newcastle,3,1,H,1,1.425,1.475,0.3625,1.7203389830508475,1.3559322033898304,0.4491525423728814
2024-09-21,Leicester,Everton,1,1,D,0,1.475,1.675,0.2875,1.0254237288135593,1.5847457627118644,0.2711864406779661
2024-09-21,Liverpool,Bournemouth,3,0,H,1,2.2203389830508473,0.9745762711864406,0.6271186440677966,1.2,1.7875,0.3125
2024-09-21,Southampton,Ipswich,1,1,D,0,1.0,1.85,0.1875,0.5,1.75,0.0
2024-09-21,Tottenham,Brentford,3,1,H,1,1.8559322033898304,1.423728813559322,0.5169491525423728,1.423728813559322,1.4661016949152543,0.3389830508474576
2024-09-21,Crystal Palace,Man United,0,0,D,0,1.2796610169491525,1.3559322033898304,0.2966101694915254,1.5,1.38135593220339,0.5
2024-09-22,Brighton,Nott'm Forest,2,2,D,0,1.4830508474576272,1.3644067796610169,0.3728813559322034,1.1375,1.7125,0.25
2024-09-22,Man City,Arsenal,2,2,D,0,2.542372881355932,0.8135593220338984,0.7542372881355932,2.0847457627118646,1.0254237288135593,0.6694915254237288
2024-09-28,Newcastle,Man City,1,1,D,0,1.7142857142857142,1.3697478991596639,0.44537815126050423,2.53781512605042,0.8235294117647058,0.7478991596638656
2024-09-28,Arsenal,Leicester,4,2,H,1,2.0840336134453783,1.0336134453781514,0.6638655462184874,1.4691358024691359,1.6666666666666667,0.2839506172839506
2024-09-28,Brentford,West Ham,1,1,D,0,1.4201680672268908,1.4789915966386555,0.33613445378151263,1.403361344537815,1.588235294117647,0.35294117647058826
2024-09-28,Chelsea,Brighton,4,2,H,1,1.6974789915966386,1.2436974789915967,0.44537815126050423,1.4873949579831933,1.3697478991596639,0.3697478991596639
2024-09-28,Everton,Crystal Palace,2,1,H,1,1.0252100840336134,1.5798319327731092,0.2689075630252101,1.26890756302521,1.3445378151260505,0.29411764705882354
2024-09-28,Nott'm Forest,Fulham,0,1,A,0,1.1481481481481481,1.7160493827160495,0.24691358024691357,1.4444444444444444,1.4691358024691359,0.37037037037037035
2024-09-28,Wolves,Liverpool,1,2,A,0,1.0420168067226891,1.5126050420168067,0.3277310924369748,2.226890756302521,0.9663865546218487,0.6302521008403361
2024-09-29,Ipswich,Aston Villa,2,2,D,0,0.6,1.6,0.0,1.588235294117647,1.411764705882353,0.46218487394957986
2024-09-29,Man United,Tottenham,0,3,A,0,1.4873949579831933,1.3697478991596639,0.4957983193277311,1.865546218487395,1.4201680672268908,0.5210084033613446
2024-09-30,Bournemouth,Southampton,3,1,H,1,1.1851851851851851,1.8024691358024691,0.30864197530864196,1.0,1.8395061728395061,0.18518518518518517
2024-10-05,Crystal Palace,Liverpool,0,1,A,0,1.2666666666666666,1.35,0.2916666666666667,2.225,0.9666666666666667,0.6333333333333333
2024-10-05,Arsenal,Southampton,3,1,H,1,2.1,1.0416666666666667,0.6666666666666666,1.0,1.853658536585366,0.18292682926829268
2024-10-05,Brentford,Wolves,5,3,H,1,1.4166666666666667,1.475,0.3333333333333333,1.0416666666666667,1.5166666666666666,0.325
2024-10-05,Leicester,Bournemouth,1,0,H,1,1.475609756097561,1.6951219512195121,0.2804878048780488,1.2073170731707317,1.7926829268292683,0.3170731707317073
2024-10-05,Man City,Fulham,3,2,H,1,2.525,0.825,0.7416666666666667,1.4390243902439024,1.451219512195122,0.3780487804878049
2024-10-05,West Ham,Ipswich,4,1,H,1,1.4,1.5833333333333333,0.35,0.8333333333333334,1.6666666666666667,0.0
2024-10-05,Everton,Newcastle,0,0,D,0,1.0333333333333334,1.575,0.275,1.7083333333333333,1.3666666666666667,0.44166666666666665
2024-10-06,Aston Villa,Man United,0,0,D,0,1.5916666666666666,1.4166666666666667,0.4583333333333333,1.475,1.3833333333333333,0.49166666666666664
2024-10-06,Chelsea,Nott'm Forest,1,1,D,0,1.7166666666666666,1.25,0.45,1.1341463414634145,1.7073170731707317,0.24390243902439024
2024-10-06,Brighton,Tottenham,3,2,H,1,1.4916666666666667,1.3916666666666666,0.36666666666666664,1.875,1.4083333333333334,0.525
2024-10-19,Tottenham,West Ham,4,1,H,1,1.8760330578512396,1.421487603305785,0.5206611570247934,1.421487603305785,1.578512396694215,0.35537190082644626
2024-10-19,Fulham,Aston Villa,1,3,A,0,1.4457831325301205,1.4698795180722892,0.37349397590361444,1.578512396694215,1.4049586776859504,0.45454545454545453
2024-10-19,Ipswich,Everton,0,2,A,0,0.8571428571428571,2.0,0.0,1.024793388429752,1.56198347107438,0.2727272727272727
2024-10-19,Man United,Brentford,2,1,H,1,1.462809917355372,1.371900826446281,0.48760330578512395,1.4462809917355373,1.487603305785124,0.33884297520661155
2024-10-19,Newcastle,Brighton,0,1,A,0,1.6942148760330578,1.3553719008264462,0.4380165289256198,1.5041322314049588,1.396694214876033,0.371900826446281
2024-10-19,Southampton,Leicester,2,3,A,0,1.0,1.8674698795180722,0.18072289156626506,1.4698795180722892,1.6746987951807228,0.2891566265060241
2024-10-19,Bournemouth,Arsenal,2,0,H,1,1.1927710843373494,1.783132530120482,0.3132530120481928,2.1074380165289255,1.0413223140495869,0.6694214876033058
2024-10-20,Wolves,Man City,1,2,A,0,1.0578512396694215,1.5454545454545454,0.32231404958677684,2.5289256198347108,0.8347107438016529,0.743801652892562
2024-10-20,Liverpool,Chelsea,2,1,H,1,2.2148760330578514,0.9586776859504132,0.6363636363636364,1.7107438016528926,1.2479338842975207,0.4462809917355372
2024-10-21,Nott'm Forest,Crystal Palace,1,0,H,1,1.1325301204819278,1.6987951807228916,0.24096385542168675,1.256198347107438,1.3471074380165289,0.2892561983471074
2024-10-25,Leicester,Nott'm Forest,1,3,A,0,1.4880952380952381,1.6785714285714286,0.2976190476190476,1.130952380952381,1.6785714285714286,0.25
2024-10-26,Aston Villa,Bournemouth,1,1,D,0,1.5901639344262295,1.401639344262295,0.45901639344262296,1.2023809523809523,1.7619047619047619,0.32142857142857145
2024-10-26,Brentford,Ipswich,4,3,H,1,1.4426229508196722,1.4918032786885247,0.3360655737704918,0.75,2.0,0.0
2024-10-26,Brighton,Wolves,2,2,D,0,1.5,1.3852459016393444,0.3770491803278688,1.0573770491803278,1.5491803278688525,0.319672131147541
2024-10-26,Man City,Southampton,1,0,H,1,2.5245901639344264,0.8360655737704918,0.7459016393442623,1.0119047619047619,1.880952380952381,0.17857142857142858
2024-10-26,Everton,Fulham,1,1,D,0,1.0327868852459017,1.5491803278688525,0.2786885245901639,1.4404761904761905,1.4880952380952381,0.36904761904761907
2024-10-27,Chelsea,Newcastle,2,1,H,1,1.7049180327868851,1.2540983606557377,0.4426229508196721,1.680327868852459,1.3524590163934427,0.4344262295081967
2024-10-27,Crystal Palace,Tottenham,1,0,H,1,1.2459016393442623,1.3442622950819672,0.28688524590163933,1.8934426229508197,1.4180327868852458,0.5245901639344263
2024-10-27,West Ham,Man United,2,1,H,1,1.4180327868852458,1.598360655737705,0.3524590163934426,1.4672131147540983,1.3688524590163935,0.4918032786885246
2024-10-27,Arsenal,Liverpool,2,2,D,0,2.0901639344262297,1.0491803278688525,0.6639344262295082,2.2131147540983607,0.9590163934426229,0.639344262295082
2024-11-02,Newcastle,Arsenal,1,0,H,1,1.6747967479674797,1.3577235772357723,0.43089430894308944,2.089430894308943,1.056910569105691,0.6585365853658537
2024-11-02,Bournemouth,Man City,2,1,H,1,1.2,1.7529411764705882,0.3176470588235294,2.5121951219512195,0.8292682926829268,0.7479674796747967
2024-11-02,Ipswich,Leicester,1,1,D,0,1.0,2.2222222222222223,0.0,1.4823529411764707,1.6941176470588235,0.29411764705882354
2024-11-02,Liverpool,Brighton,2,1,H,1,2.2113821138211383,0.967479674796748,0.6341463414634146,1.5040650406504066,1.3902439024390243,0.37398373983739835
2024-11-02,Nott'm Forest,West Ham,3,0,H,1,1.1529411764705881,1.6705882352941177,0.25882352941176473,1.4227642276422765,1.5934959349593496,0.35772357723577236
2024-11-02,Southampton,Everton,1,0,H,1,1.0,1.8705882352941177,0.17647058823529413,1.032520325203252,1.5447154471544715,0.2764227642276423
2024-11-02,Wolves,Crystal Palace,2,2,D,0,1.065040650406504,1.5528455284552845,0.3170731707317073,1.2439024390243902,1.3333333333333333,0.2926829268292683
2024-11-03,Tottenham,Aston Villa,4,1,H,1,1.8780487804878048,1.4146341463414633,0.5203252032520326,1.5853658536585367,1.3983739837398375,0.45528455284552843
2024-11-03,Man United,Chelsea,1,1,D,0,1.4634146341463414,1.3739837398373984,0.4878048780487805,1.7073170731707317,1.2520325203252032,0.44715447154471544
2024-11-04,Fulham,Brentford,2,1,H,1,1.4352941176470588,1.4823529411764707,0.36470588235294116,1.4634146341463414,1.5040650406504066,0.34146341463414637
2024-11-09,Brentford,Bournemouth,3,2,H,1,1.4596774193548387,1.5080645161290323,0.3387096774193548,1.2093023255813953,1.744186046511628,0.32558139534883723
2024-11-09,Crystal Palace,Fulham,0,2,A,0,1.25,1.3387096774193548,0.2903225806451613,1.441860465116279,1.4767441860465116,0.37209302325581395
2024-11-09,West Ham,Everton,0,0,D,0,1.4112903225806452,1.6048387096774193,0.3548387096774194,1.0241935483870968,1.5403225806451613,0.27419354838709675
2024-11-09,Wolves,Southampton,2,0,H,1,1.0725806451612903,1.5564516129032258,0.31451612903225806,1.0,1.8488372093023255,0.18604651162790697
2024-11-09,Brighton,Man City,2,1,H,1,1.5,1.3951612903225807,0.3709677419354839,2.5,0.8387096774193549,0.7419354838709677
2024-11-09,Liverpool,Aston Villa,2,0,H,1,2.2096774193548385,0.967741935483871,0.6370967741935484,1.5806451612903225,1.4193548387096775,0.45161290322580644
2024-11-10,Man United,Leicester,3,0,H,1,1.4596774193548387,1.3709677419354838,0.4838709677419355,1.4767441860465116,1.686046511627907,0.29069767441860467
2024-11-10,Nott'm Forest,Newcastle,1,3,A,0,1.1744186046511629,1.6511627906976745,0.26744186046511625,1.6693548387096775,1.346774193548387,0.43548387096774194
2024-11-10,Tottenham,Ipswich,1,2,A,0,1.8951612903225807,1.4112903225806452,0.5241935483870968,1.0,2.1,0.0
2024-11-10,Chelsea,Arsenal,1,1,D,0,1.7016129032258065,1.25,0.4435483870967742,2.0725806451612905,1.0564516129032258,0.6532258064516129
2024-11-23,Leicester,Chelsea,1,2,A,0,1.4597701149425288,1.7011494252873562,0.28735632183908044,1.696,1.248,0.44
2024-11-23,Arsenal,Nott'm Forest,3,0,H,1,2.064,1.056,0.648,1.1724137931034482,1.6666666666666667,0.26436781609195403
2024-11-23,Aston Villa,Crystal Palace,2,2,D,0,1.568,1.424,0.448,1.24,1.344,0.288
2024-11-23,Bournemouth,Brighton,1,2,A,0,1.2183908045977012,1.7586206896551724,0.3218390804597701,1.504,1.392,0.376
2024-11-23,Everton,Brentford,0,0,D,0,1.016,1.528,0.272,1.472,1.512,0.344
2024-11-23,Fulham,Wolves,1,4,A,0,1.4482758620689655,1.4597701149425288,0.3793103448275862,1.08,1.544,0.32
2024-11-23,Man City,Tottenham,0,4,A,0,2.488,0.848,0.736,1.888,1.416,0.52
2024-11-24,Southampton,Liverpool,2,3,A,0,0.9885057471264368,1.8505747126436782,0.1839080459770115,2.208,0.96,0.64
2024-11-24,Ipswich,Man United,1,1,D,0,1.0909090909090908,2.0,0.09090909090909091,1.472,1.36,0.488
2024-11-25,Newcastle,West Ham,0,2,A,0,1.68,1.344,0.44,1.4,1.592,0.352
2024-11-29,Brighton,Southampton,1,1,D,0,1.507936507936508,1.3888888888888888,0.38095238095238093,1.0,1.8636363636363635,0.18181818181818182
2024-11-30,Brentford,Leicester,4,1,H,1,1.4603174603174602,1.5,0.3412698412698413,1.4545454545454546,1.7045454545454546,0.2840909090909091
2024-11-30,Crystal Palace,Newcastle,1,1,D,0,1.246031746031746,1.3492063492063493,0.2857142857142857,1.6666666666666667,1.3492063492063493,0.4365079365079365
2024-11-30,Nott'm Forest,Ipswich,1,0,H,1,1.1590909090909092,1.6818181818181819,0.26136363636363635,1.0833333333333333,1.9166666666666667,0.08333333333333333
2024-11-30,Wolves,Bournemouth,2,4,A,0,1.1031746031746033,1.5396825396825398,0.3253968253968254,1.2159090909090908,1.7613636363636365,0.3181818181818182
2024-11-30,West Ham,Arsenal,2,5,A,0,1.4047619047619047,1.5793650793650793,0.35714285714285715,2.0714285714285716,1.0476190476190477,0.6507936507936508
2024-12-01,Chelsea,Aston Villa,3,0,H,1,1.6984126984126984,1.246031746031746,0.4444444444444444,1.5714285714285714,1.4285714285714286,0.4444444444444444
2024-12-01,Man United,Everton,4,0,H,1,1.4682539682539681,1.3571428571428572,0.48412698412698413,1.007936507936508,1.5158730158730158,0.2698412698412698
2024-12-01,Tottenham,Fulham,1,1,D,0,1.9047619047619047,1.4047619047619047,0.5238095238095238,1.4431818181818181,1.4886363636363635,0.375
2024-12-01,Liverpool,Man City,2,0,H,1,2.2142857142857144,0.9682539682539683,0.6428571428571429,2.4682539682539684,0.873015873015873,0.7301587301587301
