Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeWin,home_avg_for,home_avg_against,home_winrate,away_avg_for,away_avg_against,away_winrate
2025-05-11,Nott'm Forest,Leicester,2,2,D,0,1.2702702702702702,1.5945945945945945,0.32432432432432434,1.2792792792792793,1.8288288288288288,0.25225225225225223
2025-05-11,Tottenham,Crystal Palace,0,2,A,0,1.8523489932885906,1.483221476510067,0.47651006711409394,1.2818791946308725,1.348993288590604,0.3087248322147651
2025-05-11,Liverpool,Arsenal,2,2,D,0,2.2550335570469797,1.0,0.6442953020134228,2.040268456375839,1.0134228187919463,0.6308724832214765
2025-05-16,Aston Villa,Tottenham,2,0,H,1,1.5666666666666667,1.4,0.46,1.84,1.4866666666666666,0.47333333333333333
2025-05-16,Chelsea,Man United,1,0,H,1,1.6866666666666668,1.24,0.4533333333333333,1.4266666666666667,1.4066666666666667,0.44666666666666666
2025-05-18,Everton,Southampton,2,0,H,1,1.04,1.4533333333333334,0.2733333333333333,0.9285714285714286,1.9821428571428572,0.15178571428571427
2025-05-18,West Ham,Nott'm Forest,1,2,A,0,1.36,1.5933333333333333,0.34,1.2767857142857142,1.5982142857142858,0.32142857142857145
2025-05-18,Brentford,Fulham,2,3,A,0,1.5,1.4666666666666666,0.36,1.4375,1.4642857142857142,0.375
2025-05-18,Leicester,Ipswich,2,0,H,1,1.2857142857142858,1.8303571428571428,0.25,0.9722222222222222,2.138888888888889,0.1111111111111111
2025-05-18,Arsenal,Newcastle,1,0,H,1,2.04,1.02,0.6266666666666667,1.7666666666666666,1.3466666666666667,0.4666666666666667
2025-05-19,Brighton,Liverpool,3,2,H,1,1.52,1.4333333333333333,0.37333333333333335,2.2533333333333334,1.0066666666666666,0.64
2025-05-20,Crystal Palace,Wolves,4,2,H,1,1.2866666666666666,1.34,0.31333333333333335,1.1333333333333333,1.5333333333333334,0.34
2025-05-20,Man City,Bournemouth,3,1,H,1,2.3733333333333335,0.9066666666666666,0.6933333333333334,1.3035714285714286,1.6160714285714286,0.3392857142857143
2025-05-25,Bournemouth,Leicester,2,0,H,1,1.3008849557522124,1.6283185840707965,0.336283185840708,1.2920353982300885,1.8141592920353982,0.25663716814159293
2025-05-25,Fulham,Man City,0,2,A,0,1.4513274336283186,1.4690265486725664,0.3805309734513274,2.377483443708609,0.9072847682119205,0.695364238410596
2025-05-25,Ipswich,West Ham,1,3,A,0,0.9459459459459459,2.135135135135135,0.10810810810810811,1.3576158940397351,1.596026490066225,0.33774834437086093
2025-05-25,Liverpool,Crystal Palace,1,1,D,0,2.251655629139073,1.0198675496688743,0.6357615894039735,1.304635761589404,1.3443708609271523,0.31788079470198677
2025-05-25,Man United,Aston Villa,2,0,H,1,1.4172185430463575,1.403973509933775,0.44370860927152317,1.5695364238410596,1.390728476821192,0.46357615894039733
2025-05-25,Newcastle,Everton,0,1,A,0,1.7549668874172186,1.3443708609271523,0.46357615894039733,1.0463576158940397,1.4437086092715232,0.2781456953642384
2025-05-25,Nott'm Forest,Chelsea,0,1,A,0,1.2831858407079646,1.592920353982301,0.3274336283185841,1.6821192052980132,1.2317880794701987,0.45695364238410596
2025-05-25,Southampton,Arsenal,1,2,A,0,0.9203539823008849,1.9823008849557522,0.1504424778761062,2.033112582781457,1.0132450331125828,0.6291390728476821
2025-05-25,Tottenham,Brighton,1,4,A,0,1.8278145695364238,1.490066225165563,0.47019867549668876,1.5298013245033113,1.4370860927152318,0.37748344370860926
2025-05-25,Wolves,Brentford,1,1,D,0,1.1390728476821192,1.5496688741721854,0.33774834437086093,1.5033112582781456,1.4768211920529801,0.3576158940397351
2021-08-13,Brentford,Arsenal,2,0,H,1,,,,,,
2021-08-14,Man United,Leeds,5,1,H,1,,,,,,
2021-08-14,Burnley,Brighton,1,2,A,0,,,,,,
2021-08-14,Chelsea,Crystal Palace,3,0,H,1,,,,,,
2021-08-14,Everton,Southampton,3,1,H,1,,,,,,
2021-08-14,Leicester,Wolves,1,0,H,1,,,,,,
2021-08-14,Watford,Aston Villa,3,2,H,1,,,,,,
2021-08-14,Norwich,Liverpool,0,3,A,0,,,,,,
2021-08-15,Newcastle,West Ham,2,4,A,0,,,,,,
2021-08-15,Tottenham,Man City,1,0,H,1,,,,,,
2021-08-21,Liverpool,Burnley,2,0,H,1,3.0,0.0,1.0,1.0,2.0,0.0
2021-08-21,Aston Villa,Newcastle,2,0,H,1,2.0,3.0,0.0,2.0,4.0,0.0
2021-08-21,Crystal Palace,Brentford,0,0,D,0,0.0,3.0,0.0,2.0,0.0,1.0
2021-08-21,Leeds,Everton,2,2,D,0,1.0,5.0,0.0,3.0,1.0,1.0
2021-08-21,Man City,Norwich,5,0,H,1,0.0,1.0,0.0,0.0,3.0,0.0
2021-08-21,Brighton,Watford,2,0,H,1,2.0,1.0,1.0,3.0,2.0,1.0
2021-08-22,Southampton,Man United,1,1,D,0,1.0,3.0,0.0,5.0,1.0,1.0
2021-08-22,Wolves,Tottenham,0,1,A,0,0.0,1.0,0.0,1.0,0.0,1.0
2021-08-22,Arsenal,Chelsea,0,2,A,0,0.0,2.0,0.0,3.0,0.0,1.0
2021-08-23,West Ham,Leicester,4,1,H,1,4.0,2.0,1.0,1.0,0.0,1.0
2021-08-28,Man City,Arsenal,5,0,H,1,2.5,0.5,0.5,0.0,2.0,0.0
2021-08-28,Aston Villa,Brentford,1,1,D,0,2.0,1.5,0.5,1.0,0.0,0.5
2021-08-28,Brighton,Everton,0,2,A,0,2.0,0.5,1.0,2.5,1.5,0.5
2021-08-28,Newcastle,Southampton,2,2,D,0,1.0,3.0,0.0,1.0,2.0,0.0
2021-08-28,Norwich,Leicester,1,2,A,0,0.0,4.0,0.0,1.0,2.0,0.5
2021-08-28,West Ham,Crystal Palace,2,2,D,0,4.0,1.5,1.0,0.0,1.5,0.0
2021-08-28,Liverpool,Chelsea,1,1,D,0,2.5,0.0,1.0,2.5,0.0,1.0
2021-08-29,Burnley,Leeds,1,1,D,0,0.5,2.0,0.0,1.5,3.5,0.0
2021-08-29,Tottenham,Watford,1,0,H,1,1.0,0.0,1.0,1.5,2.0,0.5
2021-08-29,Wolves,Man United,0,1,A,0,0.0,1.0,0.0,3.0,1.0,0.5
2021-09-11,Crystal Palace,Tottenham,3,0,H,1,0.6666666666666666,1.6666666666666667,0.0,1.0,0.0,1.0
2021-09-11,Arsenal,Norwich,1,0,H,1,0.0,3.0,0.0,0.3333333333333333,3.3333333333333335,0.0
2021-09-11,Brentford,Brighton,0,1,A,0,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666
2021-09-11,Leicester,Man City,0,1,A,0,1.3333333333333333,1.6666666666666667,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.6666666666666666
2021-09-11,Man United,Newcastle,4,1,H,1,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.0
2021-09-11,Southampton,West Ham,0,0,D,0,1.3333333333333333,2.0,0.0,3.3333333333333335,1.6666666666666667,0.6666666666666666
2021-09-11,Watford,Wolves,0,2,A,0,1.0,1.6666666666666667,0.3333333333333333,0.0,1.0,0.0
2021-09-11,Chelsea,Aston Villa,3,0,H,1,2.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333
2021-09-12,Leeds,Liverpool,0,3,A,0,1.3333333333333333,2.6666666666666665,0.0,2.0,0.3333333333333333,0.6666666666666666
2021-09-13,Everton,Burnley,3,1,H,1,2.3333333333333335,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0
2021-09-17,Newcastle,Leeds,1,1,D,0,1.25,3.0,0.0,1.0,2.75,0.0
2021-09-18,Wolves,Brentford,0,2,A,0,0.5,0.75,0.25,0.75,0.5,0.25
2021-09-18,Burnley,Arsenal,0,1,A,0,0.75,2.0,0.0,0.25,2.25,0.25
2021-09-18,Liverpool,Crystal Palace,3,0,H,1,2.25,0.25,0.75,1.25,1.25,0.25
2021-09-18,Man City,Southampton,0,0,D,0,2.75,0.25,0.75,1.0,1.5,0.0
2021-09-18,Norwich,Watford,1,3,A,0,0.25,2.75,0.0,0.75,1.75,0.25
2021-09-18,Aston Villa,Everton,3,0,H,1,1.25,1.75,0.25,2.5,1.0,0.75
2021-09-19,Brighton,Leicester,2,1,H,1,1.25,0.75,0.75,1.0,1.5,0.5
2021-09-19,West Ham,Man United,1,2,A,0,2.5,1.25,0.5,2.75,0.75,0.75
2021-09-19,Tottenham,Chelsea,0,3,A,0,0.75,0.75,0.75,2.25,0.25,0.75
2021-09-25,Chelsea,Man City,0,1,A,0,2.4,0.2,0.8,2.2,0.2,0.6
2021-09-25,Man United,Aston Villa,0,1,A,0,2.6,0.8,0.8,1.6,1.4,0.4
2021-09-25,Everton,Norwich,2,0,H,1,2.0,1.4,0.6,0.4,2.8,0.0
2021-09-25,Leeds,West Ham,1,2,A,0,1.0,2.4,0.0,2.2,1.4,0.4
2021-09-25,Leicester,Burnley,2,2,D,0,1.0,1.6,0.4,0.6,1.8,0.0
2021-09-25,Watford,Newcastle,1,1,D,0,1.2,1.6,0.4,1.2,2.6,0.0
2021-09-25,Brentford,Liverpool,3,3,D,0,1.0,0.4,0.4,2.4,0.2,0.8
2021-09-26,Southampton,Wolves,0,1,A,0,0.8,1.2,0.0,0.4,1.0,0.2
2021-09-26,Arsenal,Tottenham,3,1,H,1,0.4,1.8,0.4,0.6,1.2,0.6
2021-09-27,Crystal Palace,Brighton,1,1,D,0,1.0,1.6,0.2,1.4,0.8,0.8
2021-10-02,Man United,Everton,1,1,D,0,2.1666666666666665,0.8333333333333334,0.6666666666666666,2.0,1.1666666666666667,0.6666666666666666
2021-10-02,Burnley,Norwich,0,0,D,0,0.8333333333333334,1.8333333333333333,0.0,0.3333333333333333,2.6666666666666665,0.0
2021-10-02,Chelsea,Southampton,3,1,H,1,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.1666666666666667,0.0
2021-10-02,Leeds,Watford,1,0,H,1,1.0,2.3333333333333335,0.0,1.1666666666666667,1.5,0.3333333333333333
2021-10-02,Wolves,Newcastle,2,1,H,1,0.5,0.8333333333333334,0.3333333333333333,1.1666666666666667,2.3333333333333335,0.0
2021-10-02,Brighton,Arsenal,0,0,D,0,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.8333333333333334,1.6666666666666667,0.5
2021-10-03,Crystal Palace,Leicester,2,2,D,0,1.0,1.5,0.16666666666666666,1.1666666666666667,1.6666666666666667,0.3333333333333333
2021-10-03,Tottenham,Aston Villa,2,1,H,1,0.6666666666666666,1.5,0.5,1.5,1.1666666666666667,0.5
2021-10-03,West Ham,Brentford,1,2,A,0,2.1666666666666665,1.3333333333333333,0.5,1.3333333333333333,0.8333333333333334,0.3333333333333333
2021-10-03,Liverpool,Man City,2,2,D,0,2.5,0.6666666666666666,0.6666666666666666,2.0,0.16666666666666666,0.6666666666666666
2021-10-16,Watford,Liverpool,0,5,A,0,1.0,1.4285714285714286,0.2857142857142857,2.4285714285714284,0.8571428571428571,0.5714285714285714
2021-10-16,Aston Villa,Wolves,2,3,A,0,1.4285714285714286,1.2857142857142858,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.42857142857142855
2021-10-16,Leicester,Man United,4,2,H,1,1.2857142857142858,1.7142857142857142,0.2857142857142857,2.0,0.8571428571428571,0.5714285714285714
2021-10-16,Man City,Burnley,2,0,H,1,2.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.5714285714285714,0.0
2021-10-16,Norwich,Brighton,0,0,D,0,0.2857142857142857,2.2857142857142856,0.0,1.1428571428571428,0.7142857142857143,0.5714285714285714
2021-10-16,Southampton,Leeds,1,0,H,1,0.7142857142857143,1.4285714285714286,0.0,1.0,2.0,0.14285714285714285
2021-10-16,Brentford,Chelsea,0,1,A,0,1.4285714285714286,0.8571428571428571,0.42857142857142855,2.142857142857143,0.42857142857142855,0.7142857142857143
2021-10-17,Everton,West Ham,0,1,A,0,1.8571428571428572,1.1428571428571428,0.5714285714285714,2.0,1.4285714285714286,0.42857142857142855
2021-10-17,Newcastle,Tottenham,2,3,A,0,1.1428571428571428,2.2857142857142856,0.0,0.8571428571428571,1.4285714285714286,0.5714285714285714
2021-10-18,Arsenal,Crystal Palace,2,2,D,0,0.7142857142857143,1.4285714285714286,0.42857142857142855,1.1428571428571428,1.5714285714285714,0.14285714285714285
2021-10-22,Arsenal,Aston Villa,3,1,H,1,0.875,1.5,0.375,1.5,1.5,0.375
2021-10-23,Chelsea,Norwich,7,0,H,1,2.0,0.375,0.75,0.25,2.0,0.0
2021-10-23,Crystal Palace,Newcastle,1,1,D,0,1.25,1.625,0.125,1.25,2.375,0.0
2021-10-23,Everton,Watford,2,5,A,0,1.625,1.125,0.5,0.875,1.875,0.25
2021-10-23,Leeds,Wolves,1,1,D,0,0.875,1.875,0.125,1.0,1.0,0.5
2021-10-23,Southampton,Burnley,2,2,D,0,0.75,1.25,0.125,0.625,1.625,0.0
2021-10-23,Brighton,Man City,1,4,A,0,1.0,0.625,0.5,2.0,0.375,0.625
2021-10-24,Brentford,Leicester,1,2,A,0,1.25,0.875,0.375,1.625,1.75,0.375
2021-10-24,West Ham,Tottenham,1,0,H,1,1.875,1.25,0.5,1.125,1.5,0.625
2021-10-24,Man United,Liverpool,0,5,A,0,2.0,1.25,0.5,2.75,0.75,0.625
2021-10-30,Leicester,Arsenal,0,2,A,0,1.6666666666666667,1.6666666666666667,0.4444444444444444,1.1111111111111112,1.4444444444444444,0.4444444444444444
2021-10-30,Burnley,Brentford,3,1,H,1,0.7777777777777778,1.6666666666666667,0.0,1.2222222222222223,1.0,0.3333333333333333
2021-10-30,Liverpool,Brighton,2,2,D,0,3.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.4444444444444444
2021-10-30,Man City,Crystal Palace,0,2,A,0,2.2222222222222223,0.4444444444444444,0.6666666666666666,1.2222222222222223,1.5555555555555556,0.1111111111111111
2021-10-30,Newcastle,Chelsea,0,3,A,0,1.2222222222222223,2.2222222222222223,0.0,2.5555555555555554,0.3333333333333333,0.7777777777777778
2021-10-30,Watford,Southampton,0,1,A,0,1.3333333333333333,1.8888888888888888,0.3333333333333333,0.8888888888888888,1.3333333333333333,0.1111111111111111
2021-10-30,Tottenham,Man United,0,3,A,0,1.0,1.4444444444444444,0.5555555555555556,1.7777777777777777,1.6666666666666667,0.4444444444444444
2021-10-31,Norwich,Leeds,1,2,A,0,0.2222222222222222,2.5555555555555554,0.0,0.8888888888888888,1.7777777777777777,0.1111111111111111
2021-10-31,Aston Villa,West Ham,1,4,A,0,1.4444444444444444,1.6666666666666667,0.3333333333333333,1.7777777777777777,1.1111111111111112,0.5555555555555556
2021-11-01,Wolves,Everton,2,1,H,1,1.0,1.0,0.4444444444444444,1.6666666666666667,1.5555555555555556,0.4444444444444444
2021-11-05,Southampton,Aston Villa,1,0,H,1,0.9,1.2,0.2,1.4,1.9,0.3
2021-11-06,Man United,Man City,0,2,A,0,1.9,1.5,0.5,2.0,0.6,0.6
2021-11-06,Brentford,Norwich,1,2,A,0,1.2,1.2,0.3,0.3,2.5,0.0
2021-11-06,Chelsea,Burnley,1,1,D,0,2.6,0.3,0.8,1.0,1.6,0.1
2021-11-06,Crystal Palace,Wolves,2,0,H,1,1.3,1.4,0.2,1.1,1.0,0.5
2021-11-06,Brighton,Newcastle,1,1,D,0,1.1,1.1,0.4,1.1,2.3,0.0
2021-11-07,Arsenal,Watford,1,0,H,1,1.2,1.3,0.5,1.2,1.8,0.3
2021-11-07,Everton,Tottenham,0,0,D,0,1.6,1.6,0.4,0.9,1.6,0.5
2021-11-07,Leeds,Leicester,1,1,D,0,1.0,1.7,0.2,1.5,1.7,0.4
2021-11-07,West Ham,Liverpool,3,2,H,1,2.0,1.1,0.6,2.9,0.8,0.6
2021-11-20,Leicester,Chelsea,0,3,A,0,1.4545454545454546,1.6363636363636365,0.36363636363636365,2.4545454545454546,0.36363636363636365,0.7272727272727273
2021-11-20,Aston Villa,Brighton,2,0,H,1,1.2727272727272727,1.8181818181818181,0.2727272727272727,1.0909090909090908,1.0909090909090908,0.36363636363636365
2021-11-20,Burnley,Crystal Palace,3,3,D,0,1.0,1.5454545454545454,0.09090909090909091,1.3636363636363635,1.2727272727272727,0.2727272727272727
2021-11-20,Newcastle,Brentford,3,3,D,0,1.0909090909090908,2.1818181818181817,0.0,1.1818181818181819,1.2727272727272727,0.2727272727272727
2021-11-20,Norwich,Southampton,2,1,H,1,0.45454545454545453,2.3636363636363638,0.09090909090909091,0.9090909090909091,1.0909090909090908,0.2727272727272727
2021-11-20,Watford,Man United,4,1,H,1,1.0909090909090908,1.7272727272727273,0.2727272727272727,1.7272727272727273,1.5454545454545454,0.45454545454545453
2021-11-20,Wolves,West Ham,1,0,H,1,1.0,1.0909090909090908,0.45454545454545453,2.090909090909091,1.1818181818181819,0.6363636363636364
2021-11-20,Liverpool,Arsenal,4,0,H,1,2.8181818181818183,1.0,0.5454545454545454,1.1818181818181819,1.1818181818181819,0.5454545454545454
2021-11-21,Man City,Everton,3,0,H,1,2.0,0.5454545454545454,0.6363636363636364,1.4545454545454546,1.4545454545454546,0.36363636363636365
2021-11-21,Tottenham,Leeds,2,1,H,1,0.8181818181818182,1.4545454545454546,0.45454545454545453,1.0,1.6363636363636365,0.18181818181818182
2021-11-27,Arsenal,Newcastle,2,0,H,1,1.0833333333333333,1.4166666666666667,0.5,1.25,2.25,0.0
2021-11-27,Crystal Palace,Aston Villa,1,2,A,0,1.5,1.4166666666666667,0.25,1.3333333333333333,1.6666666666666667,0.3333333333333333
2021-11-27,Liverpool,Southampton,4,0,H,1,2.9166666666666665,0.9166666666666666,0.5833333333333334,0.9166666666666666,1.1666666666666667,0.25
2021-11-27,Norwich,Wolves,0,0,D,0,0.5833333333333334,2.25,0.16666666666666666,1.0,1.0,0.5
2021-11-27,Brighton,Leeds,0,0,D,0,1.0,1.1666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.16666666666666666
2021-11-28,Brentford,Everton,1,0,H,1,1.3333333333333333,1.4166666666666667,0.25,1.3333333333333333,1.5833333333333333,0.3333333333333333
2021-11-28,Leicester,Watford,4,2,H,1,1.3333333333333333,1.75,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333
2021-11-28,Man City,West Ham,2,1,H,1,2.0833333333333335,0.5,0.6666666666666666,1.9166666666666667,1.1666666666666667,0.5833333333333334
2021-11-28,Chelsea,Man United,1,1,D,0,2.5,0.3333333333333333,0.75,1.6666666666666667,1.75,0.4166666666666667
2021-11-30,Newcastle,Norwich,1,1,D,0,1.1538461538461537,2.230769230769231,0.0,0.5384615384615384,2.076923076923077,0.15384615384615385
2021-11-30,Leeds,Crystal Palace,1,0,H,1,0.9230769230769231,1.5384615384615385,0.15384615384615385,1.4615384615384615,1.4615384615384615,0.23076923076923078
2021-12-01,Southampton,Leicester,2,2,D,0,0.8461538461538461,1.3846153846153846,0.23076923076923078,1.5384615384615385,1.7692307692307692,0.38461538461538464
2021-12-01,Watford,Chelsea,1,2,A,0,1.3846153846153846,1.8461538461538463,0.3076923076923077,2.3846153846153846,0.38461538461538464,0.6923076923076923
2021-12-01,West Ham,Brighton,1,1,D,0,1.8461538461538463,1.2307692307692308,0.5384615384615384,0.9230769230769231,1.0769230769230769,0.3076923076923077
2021-12-01,Wolves,Burnley,0,0,D,0,0.9230769230769231,0.9230769230769231,0.46153846153846156,1.1666666666666667,1.6666666666666667,0.08333333333333333
2021-12-01,Aston Villa,Man City,1,2,A,0,1.3846153846153846,1.6153846153846154,0.38461538461538464,2.076923076923077,0.5384615384615384,0.6923076923076923
2021-12-01,Everton,Liverpool,1,4,A,0,1.2307692307692308,1.5384615384615385,0.3076923076923077,3.0,0.8461538461538461,0.6153846153846154
2021-12-02,Tottenham,Brentford,2,0,H,1,0.9166666666666666,1.4166666666666667,0.5,1.3076923076923077,1.3076923076923077,0.3076923076923077
2021-12-02,Man United,Arsenal,3,2,H,1,1.6153846153846154,1.6923076923076923,0.38461538461538464,1.1538461538461537,1.3076923076923077,0.5384615384615384
2021-12-04,West Ham,Chelsea,3,2,H,1,1.7857142857142858,1.2142857142857142,0.5,2.357142857142857,0.42857142857142855,0.7142857142857143
2021-12-04,Newcastle,Burnley,1,0,H,1,1.1428571428571428,2.142857142857143,0.0,1.0769230769230769,1.5384615384615385,0.07692307692307693
2021-12-04,Southampton,Brighton,1,1,D,0,0.9285714285714286,1.4285714285714286,0.21428571428571427,0.9285714285714286,1.0714285714285714,0.2857142857142857
2021-12-04,Wolves,Liverpool,0,1,A,0,0.8571428571428571,0.8571428571428571,0.42857142857142855,3.0714285714285716,0.8571428571428571,0.6428571428571429
2021-12-04,Watford,Man City,1,3,A,0,1.3571428571428572,1.8571428571428572,0.2857142857142857,2.0714285714285716,0.5714285714285714,0.7142857142857143
2021-12-05,Leeds,Brentford,2,2,D,0,0.9285714285714286,1.4285714285714286,0.21428571428571427,1.2142857142857142,1.3571428571428572,0.2857142857142857
2021-12-05,Man United,Crystal Palace,1,0,H,1,1.7142857142857142,1.7142857142857142,0.42857142857142855,1.3571428571428572,1.4285714285714286,0.21428571428571427
2021-12-05,Tottenham,Norwich,3,0,H,1,1.0,1.3076923076923077,0.5384615384615384,0.5714285714285714,2.0,0.14285714285714285
2021-12-05,Aston Villa,Leicester,2,1,H,1,1.3571428571428572,1.6428571428571428,0.35714285714285715,1.5714285714285714,1.7857142857142858,0.35714285714285715
2021-12-06,Everton,Arsenal,2,1,H,1,1.2142857142857142,1.7142857142857142,0.2857142857142857,1.2142857142857142,1.4285714285714286,0.5
2021-12-10,Brentford,Watford,2,1,H,1,1.2666666666666666,1.4,0.26666666666666666,1.3333333333333333,1.9333333333333333,0.26666666666666666
2021-12-11,Man City,Wolves,1,0,H,1,2.1333333333333333,0.6,0.7333333333333333,0.8,0.8666666666666667,0.4
2021-12-11,Arsenal,Southampton,3,0,H,1,1.2,1.4666666666666666,0.4666666666666667,0.9333333333333333,1.4,0.2
2021-12-11,Chelsea,Leeds,3,2,H,1,2.3333333333333335,0.6,0.6666666666666666,1.0,1.4666666666666666,0.2
2021-12-11,Liverpool,Aston Villa,1,0,H,1,2.933333333333333,0.8,0.6666666666666666,1.4,1.6,0.4
2021-12-11,Norwich,Man United,0,1,A,0,0.5333333333333333,2.066666666666667,0.13333333333333333,1.6666666666666667,1.6,0.4666666666666667
2021-12-12,Burnley,West Ham,0,0,D,0,1.0,1.5,0.07142857142857142,1.8666666666666667,1.2666666666666666,0.5333333333333333
2021-12-12,Leicester,Newcastle,4,0,H,1,1.5333333333333334,1.8,0.3333333333333333,1.1333333333333333,2.0,0.06666666666666667
2021-12-12,Crystal Palace,Everton,3,1,H,1,1.2666666666666666,1.4,0.2,1.2666666666666666,1.6666666666666667,0.3333333333333333
2021-12-14,Norwich,Aston Villa,0,2,A,0,0.5,2.0,0.125,1.3125,1.5625,0.375
2021-12-14,Man City,Leeds,7,0,H,1,2.0625,0.5625,0.75,1.0625,1.5625,0.1875
2021-12-15,Brighton,Wolves,0,1,A,0,0.9333333333333333,1.0666666666666667,0.26666666666666666,0.75,0.875,0.375
2021-12-15,Crystal Palace,Southampton,2,2,D,0,1.375,1.375,0.25,0.875,1.5,0.1875
2021-12-15,Arsenal,West Ham,2,0,H,1,1.3125,1.375,0.5,1.75,1.1875,0.5
2021-12-16,Chelsea,Everton,1,1,D,0,2.375,0.6875,0.6875,1.25,1.75,0.3125
2021-12-16,Liverpool,Newcastle,3,1,H,1,2.8125,0.75,0.6875,1.0625,2.125,0.0625
2021-12-18,Leeds,Arsenal,1,4,A,0,1.0,1.8823529411764706,0.17647058823529413,1.3529411764705883,1.2941176470588236,0.5294117647058824
2021-12-19,Newcastle,Man City,0,4,A,0,1.0588235294117647,2.176470588235294,0.058823529411764705,2.3529411764705883,0.5294117647058824,0.7647058823529411
2021-12-19,Wolves,Chelsea,0,0,D,0,0.7647058823529411,0.8235294117647058,0.4117647058823529,2.2941176470588234,0.7058823529411765,0.6470588235294118
2021-12-19,Tottenham,Liverpool,2,2,D,0,1.1428571428571428,1.2142857142857142,0.5714285714285714,2.823529411764706,0.7647058823529411,0.7058823529411765
2021-12-26,Man City,Leicester,6,3,H,1,2.4444444444444446,0.5,0.7777777777777778,1.6875,1.6875,0.375
2021-12-26,Norwich,Arsenal,0,5,A,0,0.47058823529411764,2.0,0.11764705882352941,1.5,1.2777777777777777,0.5555555555555556
2021-12-26,Tottenham,Crystal Palace,3,0,H,1,1.2,1.2666666666666666,0.5333333333333333,1.411764705882353,1.411764705882353,0.23529411764705882
2021-12-26,West Ham,Southampton,2,3,A,0,1.6470588235294117,1.2352941176470589,0.47058823529411764,0.9411764705882353,1.5294117647058822,0.17647058823529413
2021-12-26,Aston Villa,Chelsea,1,3,A,0,1.3529411764705883,1.4705882352941178,0.4117647058823529,2.1666666666666665,0.6666666666666666,0.6111111111111112
2021-12-26,Brighton,Brentford,2,0,H,1,0.875,1.0625,0.25,1.3125,1.375,0.3125
2021-12-27,Newcastle,Man United,1,1,D,0,1.0,2.2777777777777777,0.05555555555555555,1.625,1.5,0.5
2021-12-28,Crystal Palace,Norwich,3,0,H,1,1.3333333333333333,1.5,0.2222222222222222,0.4444444444444444,2.1666666666666665,0.1111111111111111
2021-12-28,Southampton,Tottenham,1,1,D,0,1.0555555555555556,1.5555555555555556,0.2222222222222222,1.3125,1.1875,0.5625
2021-12-28,Watford,West Ham,1,4,A,0,1.3125,1.9375,0.25,1.6666666666666667,1.3333333333333333,0.4444444444444444
2021-12-28,Leicester,Liverpool,1,0,H,1,1.7647058823529411,1.9411764705882353,0.35294117647058826,2.7777777777777777,0.8333333333333334,0.6666666666666666
2021-12-29,Chelsea,Brighton,1,1,D,0,2.210526315789474,0.6842105263157895,0.631578947368421,0.9411764705882353,1.0,0.29411764705882354
2021-12-29,Brentford,Man City,0,1,A,0,1.2352941176470589,1.411764705882353,0.29411764705882354,2.6315789473684212,0.631578947368421,0.7894736842105263
2021-12-30,Man United,Burnley,3,1,H,1,1.588235294117647,1.4705882352941178,0.47058823529411764,0.9333333333333333,1.4,0.06666666666666667
2022-01-01,Arsenal,Man City,1,2,A,0,1.6842105263157894,1.2105263157894737,0.5789473684210527,2.55,0.6,0.8
2022-01-01,Watford,Tottenham,0,1,A,0,1.2941176470588236,2.0588235294117645,0.23529411764705882,1.2941176470588236,1.1764705882352942,0.5294117647058824
2022-01-01,Crystal Palace,West Ham,2,3,A,0,1.4210526315789473,1.4210526315789473,0.2631578947368421,1.7894736842105263,1.3157894736842106,0.47368421052631576
2022-01-02,Brentford,Aston Villa,2,1,H,1,1.1666666666666667,1.3888888888888888,0.2777777777777778,1.3333333333333333,1.5555555555555556,0.3888888888888889
2022-01-02,Everton,Brighton,2,3,A,0,1.2352941176470589,1.7058823529411764,0.29411764705882354,0.9444444444444444,1.0,0.2777777777777778
2022-01-02,Leeds,Burnley,3,1,H,1,1.0,2.0,0.16666666666666666,0.9375,1.5,0.0625
2022-01-02,Chelsea,Liverpool,2,2,D,0,2.15,0.7,0.6,2.6315789473684212,0.8421052631578947,0.631578947368421
2022-01-03,Man United,Wolves,0,1,A,0,1.6666666666666667,1.4444444444444444,0.5,0.7222222222222222,0.7777777777777778,0.3888888888888889
2022-01-11,Southampton,Brentford,4,1,H,1,1.0526315789473684,1.5263157894736843,0.21052631578947367,1.2105263157894737,1.368421052631579,0.3157894736842105
2022-01-12,West Ham,Norwich,2,0,H,1,1.85,1.35,0.5,0.42105263157894735,2.210526315789474,0.10526315789473684
2022-01-14,Brighton,Crystal Palace,1,1,D,0,1.0526315789473684,1.0526315789473684,0.3157894736842105,1.45,1.5,0.25
